"crusoenormaljustnouns" "lighthousejustnormalnouns"
"engagement" 0.00929713648196356 0.0158265411094405
"events" 0.0185942729639271 0
"evil" 0.0185942729639271 0
"exchange" 0.0185942729639271 0
"faculties" 0.00464856824098178 0.0237398116641608
"farm" 0.00929713648196356 0.0158265411094405
"fashion" 0.00929713648196356 0.0158265411094405
"favour" 0.0185942729639271 0
"figures" 0.00464856824098178 0.0237398116641608
"foam" 0.00929713648196356 0.0158265411094405
"forest" 0.0139457047229453 0.00791327055472027
"fowling" 0.0185942729639271 0
"fusees" 0.0185942729639271 0
"ghost" 0 0.0316530822188811
"glasses" 0.0139457047229453 0.00791327055472027
"grains" 0.00929713648196356 0.0158265411094405
"grindstone" 0.0185942729639271 0
"hail" 0.00929713648196356 0.0158265411094405
"hammock" 0.0185942729639271 0
"harmony" 0 0.0316530822188811
"hazards" 0.0185942729639271 0
"haze" 0 0.0316530822188811
"heats" 0.0185942729639271 0
"homage" 0.00929713648196356 0.0158265411094405
"hook" 0.00464856824098178 0.0237398116641608
"household" 0.0185942729639271 0
"howling" 0.0185942729639271 0
"hume" 0 0.0316530822188811
"humour" 0.00464856824098178 0.0237398116641608
"hunting" 0.0139457047229453 0.00791327055472027
"impetuosity" 0.0139457047229453 0.00791327055472027
"increase" 0.0185942729639271 0
"indian" 0.00929713648196356 0.0158265411094405
"indignation" 0.0139457047229453 0.00791327055472027
"industry" 0.00929713648196356 0.0158265411094405
"inhabitants" 0.0185942729639271 0
"instruments" 0.0139457047229453 0.00791327055472027
"intimacy" 0 0.0316530822188811
"irons" 0.0139457047229453 0.00791327055472027
"jar" 0.00464856824098178 0.0237398116641608
"jealousy" 0.00929713648196356 0.0158265411094405
"jewels" 0 0.0316530822188811
"joseph" 0 0.0316530822188811
"judge" 0.0139457047229453 0.00791327055472027
"judgments" 0.0185942729639271 0
"kindness" 0.0185942729639271 0
"kingdom" 0.0139457047229453 0.00791327055472027
"knitting" 0 0.0316530822188811
"knot" 0 0.0316530822188811
"labours" 0.00929713648196356 0.0158265411094405
"ladies" 0 0.0316530822188811
"lane" 0.00929713648196356 0.0158265411094405
"lemons" 0.0185942729639271 0
"liquor" 0.0185942729639271 0
"lodging" 0.00929713648196356 0.0158265411094405
"lovers" 0 0.0316530822188811
"maker" 0.0185942729639271 0
"male" 0.00929713648196356 0.0158265411094405
"manners" 0 0.0316530822188811
"mannings" 0 0.0316530822188811
"mathematics" 0.00929713648196356 0.0158265411094405
"mats" 0 0.0316530822188811
"midnight" 0.00464856824098178 0.0237398116641608
"might" 0.0185942729639271 0
"mill" 0.0185942729639271 0
"mistake" 0.0139457047229453 0.00791327055472027
"monastery" 0.0185942729639271 0
"monster" 0.00929713648196356 0.0158265411094405
"mouldy" 0.00929713648196356 0.0158265411094405
"mowing" 0 0.0316530822188811
"music" 0 0.0316530822188811
"mutiny" 0.0185942729639271 0
"navigation" 0.0185942729639271 0
"neighbour" 0.0185942729639271 0
"nerves" 0.00464856824098178 0.0237398116641608
"noon" 0.0185942729639271 0
"notes" 0 0.0316530822188811
"novel" 0 0.0316530822188811
"numbers" 0.0139457047229453 0.00791327055472027
"pace" 0.0139457047229453 0.00791327055472027
"paris" 0.00929713648196356 0.0158265411094405
"peck" 0.0185942729639271 0
"pen" 0.0139457047229453 0.00791327055472027
"penny" 0.00464856824098178 0.0237398116641608
"performance" 0.0185942729639271 0
"persons" 0.0185942729639271 0
"phrases" 0 0.0316530822188811
"pies" 0.0139457047229453 0.00791327055472027
"pile" 0.00929713648196356 0.0158265411094405
"pit" 0.0185942729639271 0
"planters" 0.0185942729639271 0
"play" 0 0.0316530822188811
"pleasures" 0.00929713648196356 0.0158265411094405
"pockets" 0.00929713648196356 0.0158265411094405
"pokers" 0 0.0316530822188811
"prayers" 0.0185942729639271 0
"pride" 0.00929713648196356 0.0158265411094405
"prince" 0.0185942729639271 0
"principles" 0.0139457047229453 0.00791327055472027
"privacy" 0 0.0316530822188811
"procession" 0 0.0316530822188811
"profits" 0.0185942729639271 0
"promise" 0.00929713648196356 0.0158265411094405
"proportion" 0.0139457047229453 0.00791327055472027
"providences" 0.0185942729639271 0
"prudence" 0.0185942729639271 0
"pump" 0.0139457047229453 0.00791327055472027
"punishment" 0.0185942729639271 0
"queen" 0 0.0316530822188811
"race" 0.00464856824098178 0.0237398116641608
"rags" 0.0139457047229453 0.00791327055472027
"ray" 0 0.0316530822188811
"reader" 0.0185942729639271 0
"readiness" 0.00929713648196356 0.0158265411094405
"refrigerator" 0 0.0316530822188811
"relationship" 0 0.0316530822188811
"remote" 0.00929713648196356 0.0158265411094405
"rent" 0.00464856824098178 0.0237398116641608
"resignation" 0.0185942729639271 0
"respect" 0.00464856824098178 0.0237398116641608
"revenge" 0.0139457047229453 0.00791327055472027
"ridge" 0.0139457047229453 0.00791327055472027
"roar" 0.00464856824098178 0.0237398116641608
"rocking" 0 0.0316530822188811
"rogue" 0.0185942729639271 0
"rolls" 0.0185942729639271 0
"root" 0.00929713648196356 0.0158265411094405
"rot" 0.00464856824098178 0.0237398116641608
"run" 0.0185942729639271 0
"sabbath" 0.0185942729639271 0
"sailing" 0.00464856824098178 0.0237398116641608
"sailors" 0.0139457047229453 0.00791327055472027
"salvation" 0.0185942729639271 0
"sandwich" 0 0.0316530822188811
"scimitar" 0 0.0316530822188811
"scraps" 0 0.0316530822188811
"secret" 0.00929713648196356 0.0158265411094405
"series" 0.00929713648196356 0.0158265411094405
"set" 0.00464856824098178 0.0237398116641608
"sharpness" 0.00464856824098178 0.0237398116641608
"shift" 0.0185942729639271 0
"shipwreck" 0.0139457047229453 0.00791327055472027
"shirts" 0.0185942729639271 0
"shocks" 0.0139457047229453 0.00791327055472027
"shoot" 0.0185942729639271 0
"sickness" 0.0185942729639271 0
"sin" 0.0185942729639271 0
"sink" 0.0139457047229453 0.00791327055472027
"skulls" 0.0139457047229453 0.00791327055472027
"slavery" 0.0185942729639271 0
"slugs" 0.0185942729639271 0
"souls" 0.0185942729639271 0
"splendour" 0 0.0316530822188811
"sprig" 0 0.0316530822188811
"stability" 0 0.0316530822188811
"stain" 0 0.0316530822188811
"stay" 0.0185942729639271 0
"steward" 0.0185942729639271 0
"strain" 0 0.0316530822188811
"stranger" 0.0139457047229453 0.00791327055472027
"street" 0 0.0316530822188811
"strife" 0.00464856824098178 0.0237398116641608
"strokes" 0.00929713648196356 0.0158265411094405
"stump" 0.0139457047229453 0.00791327055472027
"subsistence" 0.0185942729639271 0
"sunlight" 0 0.0316530822188811
"supposition" 0.0185942729639271 0
"system" 0 0.0316530822188811
"tender" 0.00929713648196356 0.0158265411094405
"testimonies" 0.0185942729639271 0
"thereabouts" 0.0185942729639271 0
"thieves" 0.0185942729639271 0
"tie" 0 0.0316530822188811
"today" 0 0.0316530822188811
"toes" 0.00929713648196356 0.0158265411094405
"toil" 0.00929713648196356 0.0158265411094405
"token" 0.00464856824098178 0.0237398116641608
"tone" 0.00929713648196356 0.0158265411094405
"tower" 0 0.0316530822188811
"traps" 0.0185942729639271 0
"treasure" 0.00464856824098178 0.0237398116641608
"tribute" 0 0.0316530822188811
"trousers" 0 0.0316530822188811
"trust" 0.0139457047229453 0.00791327055472027
"tune" 0 0.0316530822188811
"turf" 0.0139457047229453 0.00791327055472027
"tyrant" 0 0.0316530822188811
"universe" 0 0.0316530822188811
"uses" 0.0185942729639271 0
"vapours" 0.0139457047229453 0.00791327055472027
"variety" 0.0139457047229453 0.00791327055472027
"verde" 0.0185942729639271 0
"verge" 0 0.0316530822188811
"victim" 0.0185942729639271 0
"victuals" 0.0185942729639271 0
"villains" 0.0185942729639271 0
"violets" 0 0.0316530822188811
"visit" 0.00929713648196356 0.0158265411094405
"w" 0.0185942729639271 0
"wake" 0.00929713648196356 0.0158265411094405
"wants" 0.0139457047229453 0.00791327055472027
"weariness" 0 0.0316530822188811
"wisdom" 0.00464856824098178 0.0237398116641608
"abode" 0.0139457047229453 0
"acknowledgment" 0.0139457047229453 0
"agent" 0.0139457047229453 0
"agitation" 0 0.0237398116641608
"amazement" 0.0139457047229453 0
"angel" 0.00929713648196356 0.00791327055472027
"angels" 0.00929713648196356 0.00791327055472027
"annihilation" 0 0.0237398116641608
"approach" 0.0139457047229453 0
"arrows" 0.0139457047229453 0
"article" 0.00464856824098178 0.0158265411094405
"assurances" 0.0139457047229453 0
"attack" 0.00929713648196356 0.00791327055472027
"aught" 0.0139457047229453 0
"august" 0.0139457047229453 0
"aunt" 0 0.0237398116641608
"aversion" 0.0139457047229453 0
"backs" 0.00464856824098178 0.0158265411094405
"backwards" 0 0.0237398116641608
"balance" 0.00929713648196356 0.00791327055472027
"barbarians" 0.0139457047229453 0
"bars" 0.00929713648196356 0.00791327055472027
"basin" 0 0.0237398116641608
"bast" 0 0.0237398116641608
"bearing" 0 0.0237398116641608
"beat" 0.0139457047229453 0
"bee" 0 0.0237398116641608
"beef" 0.00464856824098178 0.0158265411094405
"beeswax" 0.0139457047229453 0
"beforehand" 0.0139457047229453 0
"bid" 0.0139457047229453 0
"bills" 0.0139457047229453 0
"blinds" 0 0.0237398116641608
"bliss" 0 0.0237398116641608
"blue" 0 0.0237398116641608
"bog" 0 0.0237398116641608
"boobies" 0 0.0237398116641608
"bough" 0.0139457047229453 0
"bowl" 0.00929713648196356 0.00791327055472027
"brains" 0 0.0237398116641608
"bramble" 0 0.0237398116641608
"brazil" 0.0139457047229453 0
"break" 0.00464856824098178 0.0158265411094405
"briefly" 0 0.0237398116641608
"brompton" 0 0.0237398116641608
"brooms" 0 0.0237398116641608
"brute" 0.00464856824098178 0.0158265411094405
"bulk" 0 0.0237398116641608
"bulls" 0 0.0237398116641608
"bye" 0.00929713648196356 0.00791327055472027
"calais" 0.0139457047229453 0
"calf" 0.00929713648196356 0.00791327055472027
"calls" 0.0139457047229453 0
"cancer" 0 0.0237398116641608
"cardiff" 0 0.0237398116641608
"carlyle" 0 0.0237398116641608
"carriage" 0.00929713648196356 0.00791327055472027
"cart" 0 0.0237398116641608
"caves" 0.00929713648196356 0.00791327055472027
"cedar" 0.00929713648196356 0.00791327055472027
"chain" 0.00464856824098178 0.0158265411094405
"charcoal" 0.0139457047229453 0
"charges" 0.00929713648196356 0.00791327055472027
"charity" 0.00929713648196356 0.00791327055472027
"chase" 0.0139457047229453 0
"chatter" 0 0.0237398116641608
"cheek" 0 0.0237398116641608
"childhood" 0 0.0237398116641608
"chivalry" 0 0.0237398116641608
"choice" 0.00929713648196356 0.00791327055472027
"christian" 0.0139457047229453 0
"church" 0.00464856824098178 0.0158265411094405
"circumstance" 0.0139457047229453 0
"civilization" 0 0.0237398116641608
"claim" 0.00929713648196356 0.00791327055472027
"coal" 0.00929713648196356 0.00791327055472027
"coals" 0.0139457047229453 0
"cogitations" 0.0139457047229453 0
"colonies" 0.0139457047229453 0
"colony" 0.00929713648196356 0.00791327055472027
"commands" 0.0139457047229453 0
"comparison" 0.00929713648196356 0.00791327055472027
"complaint" 0.00464856824098178 0.0158265411094405
"comrade" 0.0139457047229453 0
"confinement" 0.0139457047229453 0
"consciousness" 0 0.0237398116641608
"consolation" 0.00929713648196356 0.00791327055472027
"conveniences" 0.0139457047229453 0
"cork" 0.00464856824098178 0.0158265411094405
"cost" 0.0139457047229453 0
"cottage" 0 0.0237398116641608
"counsellor" 0.00929713648196356 0.00791327055472027
"crabs" 0 0.0237398116641608
"creation" 0.00929713648196356 0.00791327055472027
"credit" 0.00464856824098178 0.0158265411094405
"cries" 0.00464856824098178 0.0158265411094405
"crime" 0.0139457047229453 0
"crimes" 0.00929713648196356 0.00791327055472027
"cruise" 0.0139457047229453 0
"curtain" 0 0.0237398116641608
"curtains" 0 0.0237398116641608
"d" 0.00929713648196356 0.00791327055472027
"dahlias" 0 0.0237398116641608
"dam" 0.0139457047229453 0
"damage" 0.0139457047229453 0
"dancing" 0.00929713648196356 0.00791327055472027
"daybreak" 0.00464856824098178 0.0158265411094405
"debt" 0.00929713648196356 0.00791327055472027
"dec" 0.0139457047229453 0
"decks" 0.0139457047229453 0
"delay" 0.0139457047229453 0
"demand" 0 0.0237398116641608
"depth" 0.00464856824098178 0.0158265411094405
"desperation" 0.00464856824098178 0.0158265411094405
"devotion" 0.00464856824098178 0.0158265411094405
"dictates" 0.0139457047229453 0
"diet" 0.0139457047229453 0
"difficulties" 0.00929713648196356 0.00791327055472027
"dignity" 0 0.0237398116641608
"disappointment" 0.00929713648196356 0.00791327055472027
"disappointments" 0.0139457047229453 0
"disasters" 0.0139457047229453 0
"discretion" 0.0139457047229453 0
"discussion" 0.00464856824098178 0.0158265411094405
"disorder" 0.00929713648196356 0.00791327055472027
"doctrine" 0.0139457047229453 0
"dozens" 0 0.0237398116641608
"drawer" 0.00929713648196356 0.00791327055472027
"dread" 0.0139457047229453 0
"dreams" 0.00464856824098178 0.0158265411094405
"dresses" 0 0.0237398116641608
"ducks" 0.00464856824098178 0.0158265411094405
"dunes" 0 0.0237398116641608
"dusk" 0.00464856824098178 0.0158265411094405
"e" 0.0139457047229453 0
"eagerness" 0.0139457047229453 0
"eating" 0.00464856824098178 0.0158265411094405
"education" 0.00929713648196356 0.00791327055472027
"egg" 0 0.0237398116641608
"elm" 0 0.0237398116641608
"energy" 0.00464856824098178 0.0158265411094405
"entreaties" 0.0139457047229453 0
"errand" 0.00464856824098178 0.0158265411094405
"essence" 0 0.0237398116641608
"eternity" 0 0.0237398116641608
"exaggeration" 0 0.0237398116641608
"exaltation" 0 0.0237398116641608
"excitement" 0 0.0237398116641608
"executioner" 0.0139457047229453 0
"extremity" 0.0139457047229453 0
"exultation" 0 0.0237398116641608
"facts" 0 0.0237398116641608
"faithful" 0.0139457047229453 0
"fears" 0.0139457047229453 0
"felicity" 0.0139457047229453 0
"fellowship" 0 0.0237398116641608
"fever" 0.0139457047229453 0
"fidelity" 0.0139457047229453 0
"flame" 0.00929713648196356 0.00791327055472027
"flames" 0 0.0237398116641608
"flap" 0.00929713648196356 0.00791327055472027
"flight" 0.00464856824098178 0.0158265411094405
"flow" 0.00464856824098178 0.0158265411094405
"fluttering" 0.00464856824098178 0.0158265411094405
"fools" 0.0139457047229453 0
"footfall" 0 0.0237398116641608
"footsteps" 0.0139457047229453 0
"fortnight" 0.0139457047229453 0
"fragments" 0 0.0237398116641608
"france" 0.00929713648196356 0.00791327055472027
"freedom" 0.00929713648196356 0.00791327055472027
"frigate" 0.0139457047229453 0
"frisk" 0 0.0237398116641608
"frog" 0.0139457047229453 0
"gallows" 0.0139457047229453 0
"girdle" 0.0139457047229453 0
"glance" 0 0.0237398116641608
"glory" 0 0.0237398116641608
"gospel" 0.0139457047229453 0
"grace" 0.0139457047229453 0
"greatness" 0 0.0237398116641608
"greens" 0 0.0237398116641608
"grounds" 0.00929713648196356 0.00791327055472027
"guard" 0.00929713648196356 0.00791327055472027
"hammer" 0.00929713648196356 0.00791327055472027
"handkerchief" 0 0.0237398116641608
"haven" 0 0.0237398116641608
"hearth" 0.0139457047229453 0
"hearty" 0.0139457047229453 0
"heather" 0 0.0237398116641608
"helm" 0.0139457047229453 0
"herd" 0.0139457047229453 0
"hillside" 0 0.0237398116641608
"hints" 0.0139457047229453 0
"hither" 0 0.0237398116641608
"hogshead" 0.0139457047229453 0
"horns" 0.00464856824098178 0.0158265411094405
"horrors" 0.00929713648196356 0.00791327055472027
"hospital" 0.00464856824098178 0.0158265411094405
"howlings" 0.0139457047229453 0
"hum" 0 0.0237398116641608
"hundreds" 0.0139457047229453 0
"hurricane" 0.0139457047229453 0
"husbandry" 0.0139457047229453 0
"hut" 0.0139457047229453 0
"hutch" 0.0139457047229453 0
"illness" 0.00464856824098178 0.0158265411094405
"imaginations" 0.00929713648196356 0.00791327055472027
"impulse" 0 0.0237398116641608
"incidents" 0.00929713648196356 0.00791327055472027
"india" 0 0.0237398116641608
"indoors" 0 0.0237398116641608
"ingenio" 0.0139457047229453 0
"inlet" 0.0139457047229453 0
"insincerity" 0 0.0237398116641608
"instructions" 0.0139457047229453 0
"intention" 0.00929713648196356 0.00791327055472027
"interruption" 0 0.0237398116641608
"intervals" 0.0139457047229453 0
"irreverence" 0 0.0237398116641608
"israel" 0.0139457047229453 0
"issue" 0.0139457047229453 0
"january" 0.0139457047229453 0
"job" 0.00929713648196356 0.00791327055472027
"joys" 0.00929713648196356 0.00791327055472027
"kneed" 0.0139457047229453 0
"lake" 0 0.0237398116641608
"lands" 0.0139457047229453 0
"latin" 0.00464856824098178 0.0158265411094405
"lectures" 0 0.0237398116641608
"lies" 0 0.0237398116641608
"lieutenant" 0.0139457047229453 0
"limb" 0.0139457047229453 0
"lurilee" 0 0.0237398116641608
"masses" 0 0.0237398116641608
"masts" 0.0139457047229453 0
"memories" 0 0.0237398116641608
"mercies" 0.0139457047229453 0
"mexico" 0.00929713648196356 0.00791327055472027
"millions" 0.00929713648196356 0.00791327055472027
"mirror" 0 0.0237398116641608
"mischief" 0.00929713648196356 0.00791327055472027
"morrow" 0.0139457047229453 0
"mortar" 0.0139457047229453 0
"motions" 0.0139457047229453 0
"murder" 0.0139457047229453 0
"nails" 0.0139457047229453 0
"napkin" 0 0.0237398116641608
"napoleon" 0 0.0237398116641608
"neckcloths" 0.0139457047229453 0
"nest" 0 0.0237398116641608
"newspapers" 0 0.0237398116641608
"notch" 0.0139457047229453 0
"nothingness" 0 0.0237398116641608
"nursery" 0 0.0237398116641608
"objects" 0.00464856824098178 0.0158265411094405
"obligation" 0.0139457047229453 0
"oct" 0.0139457047229453 0
"offence" 0.0139457047229453 0
"opportunity" 0.0139457047229453 0
"orinoco" 0.0139457047229453 0
"ounce" 0 0.0237398116641608
"oven" 0.0139457047229453 0
"overcast" 0.00929713648196356 0.00791327055472027
"owl" 0 0.0237398116641608
"pairs" 0 0.0237398116641608
"pallor" 0 0.0237398116641608
"palm" 0 0.0237398116641608
"pane" 0 0.0237398116641608
"parasol" 0 0.0237398116641608
"passenger" 0.0139457047229453 0
"paunceforte" 0 0.0237398116641608
"peas" 0.0139457047229453 0
"penitence" 0.00464856824098178 0.0158265411094405
"pens" 0.0139457047229453 0
"persuasions" 0.0139457047229453 0
"philosophy" 0 0.0237398116641608
"pickaxe" 0.0139457047229453 0
"pillow" 0 0.0237398116641608
"pilot" 0.0139457047229453 0
"pinnacle" 0 0.0237398116641608
"pipkins" 0.0139457047229453 0
"pitch" 0.00929713648196356 0.00791327055472027
"pities" 0 0.0237398116641608
"plan" 0.00464856824098178 0.0158265411094405
"plant" 0.00929713648196356 0.00791327055472027
"plantains" 0 0.0237398116641608
"planting" 0.0139457047229453 0
"plaster" 0 0.0237398116641608
"policy" 0.00929713648196356 0.00791327055472027
"pools" 0 0.0237398116641608
"pound" 0.0139457047229453 0
"prejudices" 0 0.0237398116641608
"pretence" 0.00929713648196356 0.00791327055472027
"price" 0.00929713648196356 0.00791327055472027
"prize" 0.0139457047229453 0
"prospects" 0.00464856824098178 0.0158265411094405
"pumps" 0.0139457047229453 0
"punch" 0.0139457047229453 0
"pursuit" 0.0139457047229453 0
"put" 0.00929713648196356 0.00791327055472027
"quarters" 0.0139457047229453 0
"rafters" 0.00929713648196356 0.00791327055472027
"range" 0 0.0237398116641608
"reeds" 0.00464856824098178 0.0158265411094405
"regret" 0.00929713648196356 0.00791327055472027
"relation" 0.00464856824098178 0.0158265411094405
"remoteness" 0 0.0237398116641608
"repetition" 0 0.0237398116641608
"reverence" 0 0.0237398116641608
"rigging" 0.0139457047229453 0
"ripple" 0 0.0237398116641608
"rise" 0 0.0237398116641608
"rooks" 0 0.0237398116641608
"roots" 0.00929713648196356 0.00791327055472027
"rules" 0.00929713648196356 0.00791327055472027
"sandhills" 0 0.0237398116641608
"sandwiches" 0 0.0237398116641608
"say" 0.0139457047229453 0
"scheme" 0.0139457047229453 0
"schemes" 0.0139457047229453 0
"scholarship" 0 0.0237398116641608
"scott" 0 0.0237398116641608
"seals" 0.00464856824098178 0.0158265411094405
"seas" 0.00464856824098178 0.0158265411094405
"seaweed" 0 0.0237398116641608
"seeds" 0.00464856824098178 0.0158265411094405
"sex" 0 0.0237398116641608
"shag" 0 0.0237398116641608
"shame" 0.00464856824098178 0.0158265411094405
"shells" 0.00464856824098178 0.0158265411094405
"shock" 0.00464856824098178 0.0158265411094405
"shoe" 0 0.0237398116641608
"shooting" 0.00464856824098178 0.0158265411094405
"shores" 0.0139457047229453 0
"shout" 0.00929713648196356 0.00791327055472027
"sister" 0 0.0237398116641608
"situation" 0.0139457047229453 0
"smoking" 0 0.0237398116641608
"snare" 0.0139457047229453 0
"snares" 0.0139457047229453 0
"sons" 0.00464856824098178 0.0158265411094405
"south" 0.00464856824098178 0.0158265411094405
"sovereignty" 0.0139457047229453 0
"spear" 0.00929713648196356 0.00791327055472027
"species" 0.00929713648196356 0.00791327055472027
"spectacle" 0.00929713648196356 0.00791327055472027
"spectacles" 0 0.0237398116641608
"spite" 0.00464856824098178 0.0158265411094405
"spoon" 0 0.0237398116641608
"spread" 0.00929713648196356 0.00791327055472027
"springs" 0.0139457047229453 0
"stage" 0 0.0237398116641608
"stages" 0.00464856824098178 0.0158265411094405
"stamps" 0 0.0237398116641608
"standing" 0.00929713648196356 0.00791327055472027
"starlings" 0 0.0237398116641608
"staying" 0.00464856824098178 0.0158265411094405
"steamer" 0 0.0237398116641608
"sterling" 0.0139457047229453 0
"sticks" 0.0139457047229453 0
"strangers" 0.00929713648196356 0.00791327055472027
"stratagem" 0.0139457047229453 0
"stress" 0.00929713648196356 0.00791327055472027
"stretch" 0 0.0237398116641608
"strings" 0.00464856824098178 0.0158265411094405
"substance" 0.00464856824098178 0.0158265411094405
"supplies" 0.0139457047229453 0
"survivors" 0.0139457047229453 0
"sustenance" 0.0139457047229453 0
"sweetness" 0.00929713648196356 0.00791327055472027
"symbol" 0 0.0237398116641608
"symbols" 0 0.0237398116641608
"tablets" 0 0.0237398116641608
"tap" 0 0.0237398116641608
"taste" 0.00929713648196356 0.00791327055472027
"teaching" 0.00464856824098178 0.0158265411094405
"testimony" 0.0139457047229453 0
"thighs" 0.00464856824098178 0.0158265411094405
"thistle" 0 0.0237398116641608
"thread" 0.00929713648196356 0.00791327055472027
"tiles" 0.00464856824098178 0.0158265411094405
"tiller" 0 0.0237398116641608
"tokens" 0.00929713648196356 0.00791327055472027
"tonight" 0 0.0237398116641608
"toys" 0.0139457047229453 0
"trading" 0.0139457047229453 0
"transaction" 0.00464856824098178 0.0158265411094405
"trap" 0.0139457047229453 0
"treasures" 0 0.0237398116641608
"trick" 0.00464856824098178 0.0158265411094405
"triumphant" 0.00929713648196356 0.00791327055472027
"troops" 0.00929713648196356 0.00791327055472027
"troubles" 0.0139457047229453 0
"turns" 0.0139457047229453 0
"twist" 0 0.0237398116641608
"understanding" 0.00464856824098178 0.0158265411094405
"undertaking" 0.0139457047229453 0
"unity" 0 0.0237398116641608
"unreality" 0 0.0237398116641608
"urns" 0 0.0237398116641608
"vagueness" 0 0.0237398116641608
"veins" 0.00929713648196356 0.00791327055472027
"victory" 0.0139457047229453 0
"vigour" 0.00929713648196356 0.00791327055472027
"villainy" 0.0139457047229453 0
"virtues" 0.00464856824098178 0.0158265411094405
"volume" 0.00464856824098178 0.0158265411094405
"wages" 0 0.0237398116641608
"walks" 0.00464856824098178 0.0158265411094405
"weed" 0.00464856824098178 0.0158265411094405
"weeds" 0 0.0237398116641608
"westward" 0.0139457047229453 0
"whiskers" 0.0139457047229453 0
"wits" 0.0139457047229453 0
"woe" 0 0.0237398116641608
"wonders" 0.0139457047229453 0
"wool" 0.00464856824098178 0.0158265411094405
"worries" 0 0.0237398116641608
"worth" 0.00929713648196356 0.00791327055472027
"wound" 0.00929713648196356 0.00791327055472027
"wounds" 0.0139457047229453 0
"wreath" 0 0.0237398116641608
"writing" 0.00929713648196356 0.00791327055472027
"yeast" 0.0139457047229453 0
"yellow" 0 0.0237398116641608
"abloom" 0 0.0158265411094405
"abraham" 0.00929713648196356 0
"accidents" 0.00929713648196356 0
"acres" 0.00929713648196356 0
"act" 0.00929713648196356 0
"actions" 0.00929713648196356 0
"addition" 0.00929713648196356 0
"admiration" 0.00464856824098178 0.00791327055472027
"adze" 0.00929713648196356 0
"aground" 0.00929713648196356 0
"alas" 0.00929713648196356 0
"allies" 0 0.0158265411094405
"allowance" 0.00464856824098178 0.00791327055472027
"allurement" 0.00464856824098178 0.00791327055472027
"alteration" 0.00929713648196356 0
"ambuscade" 0.00929713648196356 0
"anchors" 0.00929713648196356 0
"angelo" 0 0.0158265411094405
"annoyance" 0 0.0158265411094405
"answers" 0.00464856824098178 0.00791327055472027
"apparition" 0.00464856824098178 0.00791327055472027
"apparitions" 0.00464856824098178 0.00791327055472027
"appearances" 0.00464856824098178 0.00791327055472027
"apples" 0 0.0158265411094405
"appointment" 0.00929713648196356 0
"artichokes" 0 0.0158265411094405
"arts" 0 0.0158265411094405
"ashes" 0.00929713648196356 0
"atmosphere" 0 0.0158265411094405
"attempts" 0.00929713648196356 0
"augustino" 0.00929713648196356 0
"autumn" 0 0.0158265411094405
"autumnal" 0.00929713648196356 0
"avenue" 0.00464856824098178 0.00791327055472027
"axes" 0.00929713648196356 0
"bait" 0.00929713648196356 0
"baize" 0.00929713648196356 0
"baking" 0.00929713648196356 0
"balls" 0 0.0158265411094405
"balm" 0 0.0158265411094405
"banquet" 0.00464856824098178 0.00791327055472027
"barking" 0.00464856824098178 0.00791327055472027
"barrenness" 0.00464856824098178 0.00791327055472027
"bath" 0 0.0158265411094405
"bats" 0 0.0158265411094405
"beads" 0.00929713648196356 0
"bedding" 0.00929713648196356 0
"beer" 0.00929713648196356 0
"benefit" 0.00929713648196356 0
"bibles" 0.00929713648196356 0
"bidding" 0 0.0158265411094405
"birth" 0 0.0158265411094405
"blackness" 0 0.0158265411094405
"blanket" 0.00929713648196356 0
"blankets" 0.00464856824098178 0.00791327055472027
"blast" 0.00929713648196356 0
"blessings" 0.00929713648196356 0
"blindness" 0 0.0158265411094405
"block" 0.00464856824098178 0.00791327055472027
"boar" 0 0.0158265411094405
"bolt" 0 0.0158265411094405
"bone" 0.00464856824098178 0.00791327055472027
"boom" 0.00929713648196356 0
"boot" 0 0.0158265411094405
"bosom" 0.00464856824098178 0.00791327055472027
"bowels" 0.00929713648196356 0
"bows" 0.00464856824098178 0.00791327055472027
"brace" 0.00929713648196356 0
"brazilians" 0.00929713648196356 0
"breadth" 0.00929713648196356 0
"breastwork" 0.00929713648196356 0
"breathing" 0.00464856824098178 0.00791327055472027
"briars" 0 0.0158265411094405
"bricks" 0 0.0158265411094405
"bridle" 0.00929713648196356 0
"brightness" 0 0.0158265411094405
"broom" 0 0.0158265411094405
"brushes" 0 0.0158265411094405
"brushwood" 0.00929713648196356 0
"brutality" 0.00929713648196356 0
"brutes" 0.00929713648196356 0
"bulbs" 0 0.0158265411094405
"bull" 0 0.0158265411094405
"bunches" 0.00929713648196356 0
"buoy" 0.00929713648196356 0
"burglars" 0 0.0158265411094405
"bushes" 0.00464856824098178 0.00791327055472027
"butterflies" 0 0.0158265411094405
"calculation" 0.00464856824098178 0.00791327055472027
"calendar" 0.00929713648196356 0
"calenture" 0.00929713648196356 0
"calling" 0.00464856824098178 0.00791327055472027
"calmness" 0.00929713648196356 0
"camilla" 0 0.0158265411094405
"camp" 0.00464856824098178 0.00791327055472027
"canal" 0.00929713648196356 0
"canaries" 0.00929713648196356 0
"candlelight" 0 0.0158265411094405
"canes" 0.00929713648196356 0
"cannon" 0.00929713648196356 0
"capacity" 0.00464856824098178 0.00791327055472027
"capital" 0.00464856824098178 0.00791327055472027
"car" 0 0.0158265411094405
"caress" 0 0.0158265411094405
"caribbees" 0.00929713648196356 0
"carnation" 0 0.0158265411094405
